Ime,Leto,Velikost,Cena,Regija
ŠMARJEŠKE TOPLICE,2023,46.3,161000.0,dolenjska
ŠMARJEŠKE TOPLICE,2023,46.8,176600.0,dolenjska
ŠMARJEŠKE TOPLICE,2023,46.83,162400.0,dolenjska
ŠMARJEŠKE TOPLICE,2023,46.84,163400.0,dolenjska
ŠMARJEŠKE TOPLICE,2023,46.84,163800.0,dolenjska
ŠMARJEŠKE TOPLICE,2023,46.87,157300.0,dolenjska
ŠMARJEŠKE TOPLICE,2023,70.5,227700.0,dolenjska
ŠMARJEŠKE TOPLICE,2023,70.53,230000.0,dolenjska
ŠMARJEŠKE TOPLICE,2023,75.92,229200.0,dolenjska
ŠMARJEŠKE TOPLICE,2023,96.8,240200.0,dolenjska
ŠMARJEŠKE TOPLICE,2023,97.04,242600.0,dolenjska
ŠMARJEŠKE TOPLICE,2023,147.28,284000.0,dolenjska
TREBNJE,1876,42.0,109000.0,dolenjska
TREBNJE,2011,47.0,139000.0,dolenjska
TREBNJE,2007,53.0,137000.0,dolenjska
TREBNJE,2022,83.55,249900.0,dolenjska
TREBNJE,2023,84.2,249900.0,dolenjska
TREBNJE,2022,84.49,239900.0,dolenjska
TREBNJE,1923,94.7,238000.0,dolenjska
TREBNJE,2022,94.7,238000.0,dolenjska
TREBNJE,2022,98.2,223000.0,dolenjska
TREBNJE,2011,110.0,239000.0,dolenjska
TREBNJE,2022,159.24,252000.0,dolenjska
"TREBNJE, CENTER, GUBČEVA CESTA",1968,70.0,160000.0,dolenjska
"TREBNJE, MEDVEDJE SELO",2022,91.7,269900.0,dolenjska
URŠNA SELA,1914,64.5,75000.0,dolenjska
VELIKE BRUSNICE,2022,63.3,163212.5,dolenjska
VELIKE BRUSNICE,2022,106.1,248000.0,dolenjska
VELIKE BRUSNICE,2022,125.35,279537.5,dolenjska
KRŠKO,1981,73.95,109000.0,posavska
BIZELJSKO,1965,105.0,84000.0,posavska
BREŽICE,1965,52.5,125000.0,posavska
BREŽICE,1958,56.6,99000.0,posavska
BREŽICE,2015,73.7,150000.0,posavska
BREŽICE,1978,86.0,145000.0,posavska
"BREŽICE, CENTER",1950,68.93,100000.0,posavska
"BREŽICE, TRG IZGNANCEV 8B",2022,99.89,233000.0,posavska
"BREŽICE, TRNJE",1988,60.0,145000.0,posavska
"BREŽICE, TRNJE",1987,65.85,135000.0,posavska
DOBOVA,1966,52.0,85000.0,posavska
"DOBOVA, ULICA BRATOV GERJOVIČEV 57",2005,76.0,130000.0,posavska
KRŠKO,1960,38.49,65900.0,posavska
KRŠKO,2001,62.0,142000.0,posavska
KRŠKO,1980,75.0,135000.0,posavska
KRŠKO,1985,76.8,114900.0,posavska
KRŠKO,2017,77.0,209000.0,posavska
KRŠKO,2017,115.0,229000.0,posavska
KRŠKO,2016,120.7,195000.0,posavska
KRŠKO,1900,128.5,110000.0,posavska
"LOG, BOŠTANJ",2009,87.6,131400.0,posavska
PODBOČJE,1905,80.9,97000.0,posavska
SEVNICA,2008,71.8,150000.0,posavska
ŠENTJANŽ,1954,83.4,150000.0,posavska
VIDEM,1977,88.5,188000.0,posavska
"VIDEM, CESTA 4. JULIJA 60A",1975,74.6,150000.0,posavska
"VIDEM, KRŠKO",1985,74.0,150000.0,posavska
"TRBOVLJE, BEVŠKO",1954,76.9,68900.0,zasavska
ZAGORJE OB SAVI,1963,61.0,97000.0,zasavska
"HRASTNIK, CESTA HERMANA DEBELAKA",1947,74.5,75000.0,zasavska
"HRASTNIK, NASELJE ALEŠA KAPLE",1988,70.8,129900.0,zasavska
"HRASTNIK, TABORNIŠKA POT",1995,80.0,75000.0,zasavska
"HRASTNIK, TABORNIŠKA POT",1990,80.0,75000.0,zasavska
KISOVEC,1977,73.5,115000.0,zasavska
"KISOVEC, S PARKIRNIM MESTOM",2006,44.9,105000.0,zasavska
PODKRAJ,1958,55.7,56000.0,zasavska
TRBOVLJE,1987,29.1,55000.0,zasavska
TRBOVLJE,1896,36.2,31000.0,zasavska
TRBOVLJE,1971,44.0,91000.0,zasavska
TRBOVLJE,1959,50.0,62000.0,zasavska
TRBOVLJE,1965,54.0,94000.0,zasavska
TRBOVLJE,1916,56.7,48000.0,zasavska
TRBOVLJE,1900,57.8,72000.0,zasavska
TRBOVLJE,1976,61.7,120000.0,zasavska
TRBOVLJE,1975,62.1,122000.0,zasavska
TRBOVLJE,1985,71.8,110000.0,zasavska
TRBOVLJE,1972,77.4,142000.0,zasavska
TRBOVLJE,1873,91.2,50000.0,zasavska
TRBOVLJE,1930,102.7,80000.0,zasavska
TRBOVLJE,1893,112.7,89000.0,zasavska
"TRBOVLJE, BEVŠKO",1954,77.9,56000.0,zasavska
"TRBOVLJE, CENTER",1929,32.3,48000.0,zasavska
"TRBOVLJE, CENTER",1950,42.5,62999.0,zasavska
"TRBOVLJE, CENTER",1970,43.0,85000.0,zasavska
"TRBOVLJE, CENTER",1976,50.8,99000.0,zasavska
"TRBOVLJE, CENTER",1974,81.2,110000.0,zasavska
"TRBOVLJE, CENTER",1958,84.0,118000.0,zasavska
"TRBOVLJE, KEŠETOVO",1985,55.0,2000.0,zasavska
"TRBOVLJE, NOVI DOM 33B",1973,56.3,95000.0,zasavska
"TRBOVLJE, PARTIZANSKA 40",1999,138.9,130000.0,zasavska
"TRBOVLJE, STARO MESTNO JEDRO",1878,56.0,35000.0,zasavska
"TRBOVLJE, STARO MESTNO JEDRO",1878,64.0,45000.0,zasavska
"TRBOVLJE, ŠIRŠI CENTER",1962,45.0,58000.0,zasavska
"TRBOVLJE, TRG REVOLUCIJE",1985,62.6,130000.0,zasavska
"TRBOVLJE, TRG SVOBODE",1980,71.3,155000.0,zasavska
"TRBOVLJE, TRG SVOBODE",1950,73.8,98000.0,zasavska
"TRBOVLJE, ZG. DEL MESTA UL. SALLAUMINES",1984,70.0,109000.0,zasavska
"TRBOVLJE, ZGORNJI DEL MESTA",1971,84.2,140000.0,zasavska
"TRBOVLJE, ZGORNJI DEL MESTA, SALLAUMINES",1984,70.0,113000.0,zasavska
ZAGORJE OB SAVI,2019,41.3,79999.0,zasavska
ZAGORJE OB SAVI,1965,44.0,97500.0,zasavska
ZAGORJE OB SAVI,1922,66.0,129990.0,zasavska
ZAGORJE OB SAVI,2022,95.1,229095.9,zasavska
ZAGORJE OB SAVI,2011,110.0,249000.0,zasavska
"ZAGORJE OB SAVI, CENTER",1986,67.2,120900.0,zasavska
"ZAGORJE OB SAVI, CENTER",1986,100.71,54900.0,zasavska
"ZAGORJE OB SAVI, CESTA 9. AVGUSTA",2022,100.7,242586.3,zasavska
"ZAGORJE OB SAVI, STARI DEL MESTA",2022,69.4,167184.6,zasavska
"MORAVSKE TOPLICE, OB VIVATU, OPREMLJENO",2022,164.0,322000.0,pomurska
TURNIŠČE,2022,55.95,117282.28,pomurska
APAČE,2022,63.06,120024.05,pomurska
APAČE,2022,88.22,178933.4,pomurska
APAČE,2022,88.22,178933.4,pomurska
APAČE,2022,88.22,178933.4,pomurska
ČREŠNJEVCI,1988,71.0,85000.0,pomurska
GORNJA RADGONA,1972,64.0,120000.0,pomurska
GORNJA RADGONA,1994,71.0,79000.0,pomurska
GORNJA RADGONA,1962,76.11,82500.0,pomurska
GORNJA RADGONA,1933,199.72,277372.26,pomurska
GORNJA RADGONA,1933,199.72,277372.26,pomurska
GORNJA RADGONA,1933,206.07,277815.74,pomurska
GORNJA RADGONA,1933,206.07,277815.74,pomurska
"GORNJA RADGONA, TRATE",1979,94.6,140000.0,pomurska
LENDAVA,1980,73.5,93000.0,pomurska
LENDAVA,1976,77.1,97000.0,pomurska
LJUTOMER,1906,83.8,123000.0,pomurska
LJUTOMER,1905,172.0,150000.0,pomurska
MORAVSKE TOPLICE,2006,55.0,165000.0,pomurska
"MORAVSKE TOPLICE, KRANJČEVA ULICA",1997,65.0,160000.0,pomurska
MURSKA SOBOTA,1979,39.9,71820.0,pomurska
MURSKA SOBOTA,1997,67.8,159000.0,pomurska
MURSKA SOBOTA,1975,78.6,128000.0,pomurska
MURSKA SOBOTA,1985,91.5,128000.0,pomurska
MURSKA SOBOTA,1967,141.7,85000.0,pomurska
MURSKA SOBOTA,1967,148.5,80000.0,pomurska
"MURSKA SOBOTA, CENTER",1962,85.7,143000.0,pomurska
"MURSKA SOBOTA, CENTER MESTA",1997,55.0,120000.0,pomurska
"MURSKA SOBOTA, SLOMŠKOVA ULICA",1965,29.3,53000.0,pomurska
"MURSKA SOBOTA, CENTER MESTA",1997,55.0,120000.0,pomurska
"MURSKA SOBOTA, SLOMŠKOVA ULICA",1965,29.3,53000.0,pomurska
"MURSKA SOBOTA, SLOVENIJA",1967,33.1,60000.0,pomurska
RADENCI,2022,34.76,175470.34,pomurska
RADENCI,2023,35.41,122832.05,pomurska
RADENCI,2023,35.62,122273.6,pomurska
RADENCI,2022,36.36,122273.0,pomurska
RADENCI,2023,47.29,154251.98,pomurska
RADENCI,2023,48.16,165212.06,pomurska
RADENCI,2022,58.81,178050.0,pomurska
RADENCI,2023,66.79,180138.88,pomurska
RADENCI,2023,73.43,173243.11,pomurska
RADENCI,2022,74.84,170833.0,pomurska
RADENCI,1976,77.0,99000.0,pomurska
RADENCI,2022,79.6,209983.0,pomurska
RADENCI,2023,79.77,210401.39,pomurska
RADENCI,2023,104.34,175470.34,pomurska
RADENCI,2022,115.38,245921.0,pomurska
RADENCI,2023,117.98,251289.24,pomurska
RADENCI,2022,120.17,239215.22,pomurska
"RADENCI, CENTER",2023,62.5,179653.79,pomurska
"RADENCI, MIRNA LOKACIJA",1968,57.8,94900.0,pomurska
"RADENCI, PARK PRI ZDRAVILIŠČU",2022,87.0,208381.79,pomurska
"RADENCI, PARK PRI ZDRAVILIŠČU",2022,101.4,247675.31,pomurska
"RADENCI, PRI ZDRAVILIŠČU",2023,34.06,122832.05,pomurska
"RADENCI, PRI ZDRAVILIŠČU",2023,34.18,122273.6,pomurska
"RADENCI, PRI ZDRAVILIŠČU",2023,35.26,129291.35,pomurska
"RADENCI, PRI ZDRAVILIŠČU",2023,46.49,154251.98,pomurska
"RADENCI, PRI ZDRAVILIŠČU",2023,57.84,167798.77,pomurska
"RADENCI, PRI ZDRAVILIŠČU",2023,58.86,177278.63,pomurska
"RADENCI, PRI ZDRAVILIŠČU",2023,65.49,180138.88,pomurska
"RADENCI, PRI ZDRAVILIŠČU",2023,68.99,173243.11,pomurska
"RADENCI, PRI ZDRAVILIŠČU",2023,110.21,245921.0,pomurska
"RADENCI, PRI ZDRAVILIŠČU",2023,118.67,191517.57,pomurska
"RADENCI, PRISOJNA CESTA",2023,69.91,199865.74,pomurska
SPODNJA ŠČAVNICA,2012,74.0,119900.0,pomurska
SVETI JURIJ,1968,36.2,34990.0,pomurska
ŠALOVCI,1977,64.7,45000.0,pomurska
TURNIŠČE,2022,55.95,117282.28,pomurska
TURNIŠČE,2022,88.3,136356.81,pomurska
"TURNIŠČE, OBJEKT E",2022,75.57,135737.01,pomurska
